mode,direction,t_ms,v_mv
FULL,ND,997.4000,-59.956375
FULL,ND,997.5000,-59.956411
FULL,ND,997.6000,-59.956424
FULL,ND,997.7000,-59.956489
FULL,ND,997.8000,-59.956531
FULL,ND,997.9000,-59.956586
FULL,ND,998.0000,-59.956622
FULL,ND,998.1000,-59.956666
FULL,ND,998.2000,-59.956709
FULL,ND,998.3000,-59.956736
FULL,ND,998.4000,-59.956767
FULL,ND,998.5000,-59.956821
FULL,ND,998.6000,-59.956852
FULL,ND,998.7000,-59.956887
FULL,ND,998.8000,-59.956929
FULL,ND,998.9000,-59.956967
FULL,ND,999.0000,-59.956991
FULL,ND,999.1000,-59.957036
FULL,ND,999.2000,-59.957096
FULL,ND,999.3000,-59.957166
FULL,ND,999.4000,-59.957191
FULL,ND,999.5000,-59.957231
FULL,ND,999.6000,-59.957260
FULL,ND,999.7000,-59.957266
FULL,ND,999.8000,-59.957317
FULL,ND,999.9000,-59.957351
FULL,ND,1000.0000,-59.957402
EPSP_PASSIVE,PD,0.0000,-65.000000
EPSP_PASSIVE,PD,0.1000,-64.741414
EPSP_PASSIVE,PD,0.2000,-64.494097
EPSP_PASSIVE,PD,0.3000,-64.262182
EPSP_PASSIVE,PD,0.4000,-64.041808
EPSP_PASSIVE,PD,0.5000,-63.831213
EPSP_PASSIVE,PD,0.6000,-63.631813
EPSP_PASSIVE,PD,0.7000,-63.443540
EPSP_PASSIVE,PD,0.8000,-63.264474
EPSP_PASSIVE,PD,0.9000,-63.093843
EPSP_PASSIVE,PD,1.0000,-62.935365
EPSP_PASSIVE,PD,1.1000,-62.781592
EPSP_PASSIVE,PD,1.2000,-62.638529
EPSP_PASSIVE,PD,1.3000,-62.504231
EPSP_PASSIVE,PD,1.4000,-62.373403
EPSP_PASSIVE,PD,1.5000,-62.251209
EPSP_PASSIVE,PD,1.6000,-62.134762
EPSP_PASSIVE,PD,1.7000,-62.025223
EPSP_PASSIVE,PD,1.8000,-61.919868
EPSP_PASSIVE,PD,1.9000,-61.820198
EPSP_PASSIVE,PD,2.0000,-61.726041
EPSP_PASSIVE,PD,2.1000,-61.638102
EPSP_PASSIVE,PD,2.2000,-61.553504
EPSP_PASSIVE,PD,2.3000,-61.473356
EPSP_PASSIVE,PD,2.4000,-61.398153
EPSP_PASSIVE,PD,2.5000,-61.326387
EPSP_PASSIVE,PD,2.6000,-61.258578
EPSP_PASSIVE,PD,2.7000,-61.193843
EPSP_PASSIVE,PD,2.8000,-61.133042
EPSP_PASSIVE,PD,2.9000,-61.074762
EPSP_PASSIVE,PD,3.0000,-61.019918
EPSP_PASSIVE,PD,3.1000,-60.967535
EPSP_PASSIVE,PD,3.2000,-60.918833
EPSP_PASSIVE,PD,3.3000,-60.871757
EPSP_PASSIVE,PD,3.4000,-60.827205
EPSP_PASSIVE,PD,3.5000,-60.785624
EPSP_PASSIVE,PD,3.6000,-60.745763
EPSP_PASSIVE,PD,3.7000,-60.708256
EPSP_PASSIVE,PD,3.8000,-60.672837
EPSP_PASSIVE,PD,3.9000,-60.639118
EPSP_PASSIVE,PD,4.0000,-60.607015
EPSP_PASSIVE,PD,4.1000,-60.576731
EPSP_PASSIVE,PD,4.2000,-60.547990
EPSP_PASSIVE,PD,4.3000,-60.520949
EPSP_PASSIVE,PD,4.4000,-60.494837
EPSP_PASSIVE,PD,4.5000,-60.470309
EPSP_PASSIVE,PD,4.6000,-60.447041
EPSP_PASSIVE,PD,4.7000,-60.425059
EPSP_PASSIVE,PD,4.8000,-60.404212
EPSP_PASSIVE,PD,4.9000,-60.384353
EPSP_PASSIVE,PD,5.0000,-60.365566
EPSP_PASSIVE,PD,5.1000,-60.348105
EPSP_PASSIVE,PD,5.2000,-60.331184
EPSP_PASSIVE,PD,5.3000,-60.315277
EPSP_PASSIVE,PD,5.4000,-60.300372
EPSP_PASSIVE,PD,5.5000,-60.286159
EPSP_PASSIVE,PD,5.6000,-60.272575
EPSP_PASSIVE,PD,5.7000,-60.259809
EPSP_PASSIVE,PD,5.8000,-60.247607
EPSP_PASSIVE,PD,5.9000,-60.236042
EPSP_PASSIVE,PD,6.0000,-60.225104
EPSP_PASSIVE,PD,6.1000,-60.214632
EPSP_PASSIVE,PD,6.2000,-60.204738
EPSP_PASSIVE,PD,6.3000,-60.195519
EPSP_PASSIVE,PD,6.4000,-60.186793
EPSP_PASSIVE,PD,6.5000,-60.178551
EPSP_PASSIVE,PD,6.6000,-60.170479
EPSP_PASSIVE,PD,6.7000,-60.162981
EPSP_PASSIVE,PD,6.8000,-60.155896
EPSP_PASSIVE,PD,6.9000,-60.149183
EPSP_PASSIVE,PD,7.0000,-60.142803
EPSP_PASSIVE,PD,7.1000,-60.136821
EPSP_PASSIVE,PD,7.2000,-60.131031
EPSP_PASSIVE,PD,7.3000,-60.125578
EPSP_PASSIVE,PD,7.4000,-60.120463
EPSP_PASSIVE,PD,7.5000,-60.115596
EPSP_PASSIVE,PD,7.6000,-60.110967
EPSP_PASSIVE,PD,7.7000,-60.106651
EPSP_PASSIVE,PD,7.8000,-60.102503
EPSP_PASSIVE,PD,7.9000,-60.098586
EPSP_PASSIVE,PD,8.0000,-60.094865
EPSP_PASSIVE,PD,8.1000,-60.091308
EPSP_PASSIVE,PD,8.2000,-60.087913
EPSP_PASSIVE,PD,8.3000,-60.084810
EPSP_PASSIVE,PD,8.4000,-60.081844
EPSP_PASSIVE,PD,8.5000,-60.079019
EPSP_PASSIVE,PD,8.6000,-60.076301
EPSP_PASSIVE,PD,8.7000,-60.073720
EPSP_PASSIVE,PD,8.8000,-60.071280
EPSP_PASSIVE,PD,8.9000,-60.069051
EPSP_PASSIVE,PD,9.0000,-60.066913
EPSP_PASSIVE,PD,9.1000,-60.064874
EPSP_PASSIVE,PD,9.2000,-60.062896
EPSP_PASSIVE,PD,9.3000,-60.061062
EPSP_PASSIVE,PD,9.4000,-60.059318
EPSP_PASSIVE,PD,9.5000,-60.057671
EPSP_PASSIVE,PD,9.6000,-60.056111
EPSP_PASSIVE,PD,9.7000,-60.054656
EPSP_PASSIVE,PD,9.8000,-60.053251
EPSP_PASSIVE,PD,9.9000,-60.051901
EPSP_PASSIVE,PD,10.0000,-60.050674
EPSP_PASSIVE,PD,10.1000,-60.049457
EPSP_PASSIVE,PD,10.2000,-60.048299
EPSP_PASSIVE,PD,10.3000,-60.047230
EPSP_PASSIVE,PD,10.4000,-60.046182
EPSP_PASSIVE,PD,10.5000,-60.045253
EPSP_PASSIVE,PD,10.6000,-60.044347
EPSP_PASSIVE,PD,10.7000,-60.043469
EPSP_PASSIVE,PD,10.8000,-60.042655
EPSP_PASSIVE,PD,10.9000,-60.041888
EPSP_PASSIVE,PD,11.0000,-60.041166
EPSP_PASSIVE,PD,11.1000,-60.040474
EPSP_PASSIVE,PD,11.2000,-60.039803
EPSP_PASSIVE,PD,11.3000,-60.039161
EPSP_PASSIVE,PD,11.4000,-60.038571
EPSP_PASSIVE,PD,11.5000,-60.038005
EPSP_PASSIVE,PD,11.6000,-60.037471
EPSP_PASSIVE,PD,11.7000,-60.036965
EPSP_PASSIVE,PD,11.8000,-60.036494
EPSP_PASSIVE,PD,11.9000,-60.036052
EPSP_PASSIVE,PD,12.0000,-60.035583
EPSP_PASSIVE,PD,12.1000,-60.035204
EPSP_PASSIVE,PD,12.2000,-60.034829
EPSP_PASSIVE,PD,12.3000,-60.034445
EPSP_PASSIVE,PD,12.4000,-60.034110
EPSP_PASSIVE,PD,12.5000,-60.033803
EPSP_PASSIVE,PD,12.6000,-60.033502
EPSP_PASSIVE,PD,12.7000,-60.033217
EPSP_PASSIVE,PD,12.8000,-60.032931
EPSP_PASSIVE,PD,12.9000,-60.032648
EPSP_PASSIVE,PD,13.0000,-60.032402
EPSP_PASSIVE,PD,13.1000,-60.032181
EPSP_PASSIVE,PD,13.2000,-60.031973
EPSP_PASSIVE,PD,13.3000,-60.031740
EPSP_PASSIVE,PD,13.4000,-60.031555
EPSP_PASSIVE,PD,13.5000,-60.031360
EPSP_PASSIVE,PD,13.6000,-60.031190
EPSP_PASSIVE,PD,13.7000,-60.031013
EPSP_PASSIVE,PD,13.8000,-60.030849
EPSP_PASSIVE,PD,13.9000,-60.030722
EPSP_PASSIVE,PD,14.0000,-60.030560
EPSP_PASSIVE,PD,14.1000,-60.030418
EPSP_PASSIVE,PD,14.2000,-60.030281
EPSP_PASSIVE,PD,14.3000,-60.030140
EPSP_PASSIVE,PD,14.4000,-60.030017
EPSP_PASSIVE,PD,14.5000,-60.029921
EPSP_PASSIVE,PD,14.6000,-60.029825
EPSP_PASSIVE,PD,14.7000,-60.029718
EPSP_PASSIVE,PD,14.8000,-60.029639
EPSP_PASSIVE,PD,14.9000,-60.029557
EPSP_PASSIVE,PD,15.0000,-60.029464
EPSP_PASSIVE,PD,15.1000,-60.029389
EPSP_PASSIVE,PD,15.2000,-60.029285
EPSP_PASSIVE,PD,15.3000,-60.029238
EPSP_PASSIVE,PD,15.4000,-60.029183
EPSP_PASSIVE,PD,15.5000,-60.029133
EPSP_PASSIVE,PD,15.6000,-60.029060
EPSP_PASSIVE,PD,15.7000,-60.028989
EPSP_PASSIVE,PD,15.8000,-60.028937
EPSP_PASSIVE,PD,15.9000,-60.028870
EPSP_PASSIVE,PD,16.0000,-60.028840
EPSP_PASSIVE,PD,16.1000,-60.028802
EPSP_PASSIVE,PD,16.2000,-60.028756
EPSP_PASSIVE,PD,16.3000,-60.028720
EPSP_PASSIVE,PD,16.4000,-60.028667
EPSP_PASSIVE,PD,16.5000,-60.028629
EPSP_PASSIVE,PD,16.6000,-60.028596
EPSP_PASSIVE,PD,16.7000,-60.028560
EPSP_PASSIVE,PD,16.8000,-60.028532
EPSP_PASSIVE,PD,16.9000,-60.028512
EPSP_PASSIVE,PD,17.0000,-60.028476
EPSP_PASSIVE,PD,17.1000,-60.028457
EPSP_PASSIVE,PD,17.2000,-60.028418
EPSP_PASSIVE,PD,17.3000,-60.028407
EPSP_PASSIVE,PD,17.4000,-60.028379
EPSP_PASSIVE,PD,17.5000,-60.028363
EPSP_PASSIVE,PD,17.6000,-60.028343
EPSP_PASSIVE,PD,17.7000,-60.028331
EPSP_PASSIVE,PD,17.8000,-60.028314
EPSP_PASSIVE,PD,17.9000,-60.028276
EPSP_PASSIVE,PD,18.0000,-60.028237
EPSP_PASSIVE,PD,18.1000,-60.028235
EPSP_PASSIVE,PD,18.2000,-60.028221
EPSP_PASSIVE,PD,18.3000,-60.028224
EPSP_PASSIVE,PD,18.4000,-60.028204
EPSP_PASSIVE,PD,18.5000,-60.028189
EPSP_PASSIVE,PD,18.6000,-60.028178
EPSP_PASSIVE,PD,18.7000,-60.028175
EPSP_PASSIVE,PD,18.8000,-60.028142
EPSP_PASSIVE,PD,18.9000,-60.028145
EPSP_PASSIVE,PD,19.0000,-60.028142
EPSP_PASSIVE,PD,19.1000,-60.028130
EPSP_PASSIVE,PD,19.2000,-60.028123
EPSP_PASSIVE,PD,19.3000,-60.028128
EPSP_PASSIVE,PD,19.4000,-60.028110
EPSP_PASSIVE,PD,19.5000,-60.028118
EPSP_PASSIVE,PD,19.6000,-60.028119
EPSP_PASSIVE,PD,19.7000,-60.028115
EPSP_PASSIVE,PD,19.8000,-60.028087
EPSP_PASSIVE,PD,19.9000,-60.028091
EPSP_PASSIVE,PD,20.0000,-60.028082
EPSP_PASSIVE,PD,20.1000,-60.028059
EPSP_PASSIVE,PD,20.2000,-60.028067
EPSP_PASSIVE,PD,20.3000,-60.028046
EPSP_PASSIVE,PD,20.4000,-60.028054
EPSP_PASSIVE,PD,20.5000,-60.028050
EPSP_PASSIVE,PD,20.6000,-60.028057
EPSP_PASSIVE,PD,20.7000,-60.028047
EPSP_PASSIVE,PD,20.8000,-60.028045
EPSP_PASSIVE,PD,20.9000,-60.028048
EPSP_PASSIVE,PD,21.0000,-60.028037
EPSP_PASSIVE,PD,21.1000,-60.028044
EPSP_PASSIVE,PD,21.2000,-60.028034
EPSP_PASSIVE,PD,21.3000,-60.028026
EPSP_PASSIVE,PD,21.4000,-60.028021
EPSP_PASSIVE,PD,21.5000,-60.028013
EPSP_PASSIVE,PD,21.6000,-60.028015
EPSP_PASSIVE,PD,21.7000,-60.028019
EPSP_PASSIVE,PD,21.8000,-60.028010
EPSP_PASSIVE,PD,21.9000,-60.028012
EPSP_PASSIVE,PD,22.0000,-60.028024
EPSP_PASSIVE,PD,22.1000,-60.027801
EPSP_PASSIVE,PD,22.2000,-60.027085
EPSP_PASSIVE,PD,22.3000,-60.025815
EPSP_PASSIVE,PD,22.4000,-60.023959
EPSP_PASSIVE,PD,22.5000,-60.021626
EPSP_PASSIVE,PD,22.6000,-60.018949
EPSP_PASSIVE,PD,22.7000,-60.016043
EPSP_PASSIVE,PD,22.8000,-60.013029
EPSP_PASSIVE,PD,22.9000,-60.009995
EPSP_PASSIVE,PD,23.0000,-60.006990
EPSP_PASSIVE,PD,23.1000,-60.004077
EPSP_PASSIVE,PD,23.2000,-60.001293
EPSP_PASSIVE,PD,23.3000,-59.998666
EPSP_PASSIVE,PD,23.4000,-59.996212
EPSP_PASSIVE,PD,23.5000,-59.993932
EPSP_PASSIVE,PD,23.6000,-59.991845
EPSP_PASSIVE,PD,23.7000,-59.989947
EPSP_PASSIVE,PD,23.8000,-59.988228
EPSP_PASSIVE,PD,23.9000,-59.986691
EPSP_PASSIVE,PD,24.0000,-59.985320
EPSP_PASSIVE,PD,24.1000,-59.983924
EPSP_PASSIVE,PD,24.2000,-59.982264
EPSP_PASSIVE,PD,24.3000,-59.980213
EPSP_PASSIVE,PD,24.4000,-59.977762
EPSP_PASSIVE,PD,24.5000,-59.974997
EPSP_PASSIVE,PD,24.6000,-59.972024
EPSP_PASSIVE,PD,24.7000,-59.968931
EPSP_PASSIVE,PD,24.8000,-59.965827
EPSP_PASSIVE,PD,24.9000,-59.962793
EPSP_PASSIVE,PD,25.0000,-59.959912
EPSP_PASSIVE,PD,25.1000,-59.957113
EPSP_PASSIVE,PD,25.2000,-59.954427
EPSP_PASSIVE,PD,25.3000,-59.951852
EPSP_PASSIVE,PD,25.4000,-59.949326
EPSP_PASSIVE,PD,25.5000,-59.946776
EPSP_PASSIVE,PD,25.6000,-59.944336
EPSP_PASSIVE,PD,25.7000,-59.941874
EPSP_PASSIVE,PD,25.8000,-59.939490
EPSP_PASSIVE,PD,25.9000,-59.937231
EPSP_PASSIVE,PD,26.0000,-59.935014
EPSP_PASSIVE,PD,26.1000,-59.932588
EPSP_PASSIVE,PD,26.2000,-59.929328
EPSP_PASSIVE,PD,26.3000,-59.925220
EPSP_PASSIVE,PD,26.4000,-59.920233
EPSP_PASSIVE,PD,26.5000,-59.914521
EPSP_PASSIVE,PD,26.6000,-59.908351
EPSP_PASSIVE,PD,26.7000,-59.901952
EPSP_PASSIVE,PD,26.8000,-59.895492
EPSP_PASSIVE,PD,26.9000,-59.889045
EPSP_PASSIVE,PD,27.0000,-59.882867
EPSP_PASSIVE,PD,27.1000,-59.876895
EPSP_PASSIVE,PD,27.2000,-59.871287
EPSP_PASSIVE,PD,27.3000,-59.866126
EPSP_PASSIVE,PD,27.4000,-59.861305
EPSP_PASSIVE,PD,27.5000,-59.856912
EPSP_PASSIVE,PD,27.6000,-59.852910
EPSP_PASSIVE,PD,27.7000,-59.849330
EPSP_PASSIVE,PD,27.8000,-59.846162
EPSP_PASSIVE,PD,27.9000,-59.843463
EPSP_PASSIVE,PD,28.0000,-59.841085
EPSP_PASSIVE,PD,28.1000,-59.839087
EPSP_PASSIVE,PD,28.2000,-59.837530
EPSP_PASSIVE,PD,28.3000,-59.836238
EPSP_PASSIVE,PD,28.4000,-59.835364
EPSP_PASSIVE,PD,28.5000,-59.834669
EPSP_PASSIVE,PD,28.6000,-59.834290
EPSP_PASSIVE,PD,28.7000,-59.834285
EPSP_PASSIVE,PD,28.8000,-59.834479
EPSP_PASSIVE,PD,28.9000,-59.834816
EPSP_PASSIVE,PD,29.0000,-59.835491
EPSP_PASSIVE,PD,29.1000,-59.836218
EPSP_PASSIVE,PD,29.2000,-59.837185
EPSP_PASSIVE,PD,29.3000,-59.838450
EPSP_PASSIVE,PD,29.4000,-59.839797
EPSP_PASSIVE,PD,29.5000,-59.841287
EPSP_PASSIVE,PD,29.6000,-59.842943
EPSP_PASSIVE,PD,29.7000,-59.844602
EPSP_PASSIVE,PD,29.8000,-59.846475
EPSP_PASSIVE,PD,29.9000,-59.848369
EPSP_PASSIVE,PD,30.0000,-59.850464
EPSP_PASSIVE,PD,30.1000,-59.852577
EPSP_PASSIVE,PD,30.2000,-59.854690
EPSP_PASSIVE,PD,30.3000,-59.856910
EPSP_PASSIVE,PD,30.4000,-59.859190
EPSP_PASSIVE,PD,30.5000,-59.861628
EPSP_PASSIVE,PD,30.6000,-59.864037
EPSP_PASSIVE,PD,30.7000,-59.866506
EPSP_PASSIVE,PD,30.8000,-59.868925
EPSP_PASSIVE,PD,30.9000,-59.871341
EPSP_PASSIVE,PD,31.0000,-59.873800
EPSP_PASSIVE,PD,31.1000,-59.876024
EPSP_PASSIVE,PD,31.2000,-59.877783
EPSP_PASSIVE,PD,31.3000,-59.879125
EPSP_PASSIVE,PD,31.4000,-59.879824
EPSP_PASSIVE,PD,31.5000,-59.880135
EPSP_PASSIVE,PD,31.6000,-59.880110
EPSP_PASSIVE,PD,31.7000,-59.879774
EPSP_PASSIVE,PD,31.8000,-59.879389
EPSP_PASSIVE,PD,31.9000,-59.878841
EPSP_PASSIVE,PD,32.0000,-59.878391
EPSP_PASSIVE,PD,32.1000,-59.877946
EPSP_PASSIVE,PD,32.2000,-59.877576
EPSP_PASSIVE,PD,32.3000,-59.877290
EPSP_PASSIVE,PD,32.4000,-59.877222
EPSP_PASSIVE,PD,32.5000,-59.877241
EPSP_PASSIVE,PD,32.6000,-59.877372
EPSP_PASSIVE,PD,32.7000,-59.877619
EPSP_PASSIVE,PD,32.8000,-59.878049
EPSP_PASSIVE,PD,32.9000,-59.878553
EPSP_PASSIVE,PD,33.0000,-59.879220
EPSP_PASSIVE,PD,33.1000,-59.880018
EPSP_PASSIVE,PD,33.2000,-59.880954
EPSP_PASSIVE,PD,33.3000,-59.881886
EPSP_PASSIVE,PD,33.4000,-59.883035
EPSP_PASSIVE,PD,33.5000,-59.884213
EPSP_PASSIVE,PD,33.6000,-59.885530
EPSP_PASSIVE,PD,33.7000,-59.886944
EPSP_PASSIVE,PD,33.8000,-59.888363
EPSP_PASSIVE,PD,33.9000,-59.889851
EPSP_PASSIVE,PD,34.0000,-59.891411
EPSP_PASSIVE,PD,34.1000,-59.892988
EPSP_PASSIVE,PD,34.2000,-59.894658
EPSP_PASSIVE,PD,34.3000,-59.896333
EPSP_PASSIVE,PD,34.4000,-59.898038
EPSP_PASSIVE,PD,34.5000,-59.899799
EPSP_PASSIVE,PD,34.6000,-59.901582
EPSP_PASSIVE,PD,34.7000,-59.903343
EPSP_PASSIVE,PD,34.8000,-59.905155
EPSP_PASSIVE,PD,34.9000,-59.906958
EPSP_PASSIVE,PD,35.0000,-59.908763
EPSP_PASSIVE,PD,35.1000,-59.910472
EPSP_PASSIVE,PD,35.2000,-59.911790
EPSP_PASSIVE,PD,35.3000,-59.912776
EPSP_PASSIVE,PD,35.4000,-59.913237
EPSP_PASSIVE,PD,35.5000,-59.913193
EPSP_PASSIVE,PD,35.6000,-59.912698
EPSP_PASSIVE,PD,35.7000,-59.911883
EPSP_PASSIVE,PD,35.8000,-59.910816
EPSP_PASSIVE,PD,35.9000,-59.909483
EPSP_PASSIVE,PD,36.0000,-59.908059
EPSP_PASSIVE,PD,36.1000,-59.906588
EPSP_PASSIVE,PD,36.2000,-59.905087
EPSP_PASSIVE,PD,36.3000,-59.903573
EPSP_PASSIVE,PD,36.4000,-59.902104
EPSP_PASSIVE,PD,36.5000,-59.900667
EPSP_PASSIVE,PD,36.6000,-59.899424
EPSP_PASSIVE,PD,36.7000,-59.898293
EPSP_PASSIVE,PD,36.8000,-59.897203
EPSP_PASSIVE,PD,36.9000,-59.896272
EPSP_PASSIVE,PD,37.0000,-59.895503
EPSP_PASSIVE,PD,37.1000,-59.894854
EPSP_PASSIVE,PD,37.2000,-59.894297
EPSP_PASSIVE,PD,37.3000,-59.893914
EPSP_PASSIVE,PD,37.4000,-59.893693
EPSP_PASSIVE,PD,37.5000,-59.893470
EPSP_PASSIVE,PD,37.6000,-59.893475
EPSP_PASSIVE,PD,37.7000,-59.893578
EPSP_PASSIVE,PD,37.8000,-59.893853
EPSP_PASSIVE,PD,37.9000,-59.894197
EPSP_PASSIVE,PD,38.0000,-59.894578
EPSP_PASSIVE,PD,38.1000,-59.895114
EPSP_PASSIVE,PD,38.2000,-59.895761
EPSP_PASSIVE,PD,38.3000,-59.896476
EPSP_PASSIVE,PD,38.4000,-59.897317
EPSP_PASSIVE,PD,38.5000,-59.898201
EPSP_PASSIVE,PD,38.6000,-59.899090
EPSP_PASSIVE,PD,38.7000,-59.900054
EPSP_PASSIVE,PD,38.8000,-59.901124
EPSP_PASSIVE,PD,38.9000,-59.902195
EPSP_PASSIVE,PD,39.0000,-59.903403
EPSP_PASSIVE,PD,39.1000,-59.904218
EPSP_PASSIVE,PD,39.2000,-59.904247
EPSP_PASSIVE,PD,39.3000,-59.903146
EPSP_PASSIVE,PD,39.4000,-59.900843
EPSP_PASSIVE,PD,39.5000,-59.897521
EPSP_PASSIVE,PD,39.6000,-59.893416
EPSP_PASSIVE,PD,39.7000,-59.888574
EPSP_PASSIVE,PD,39.8000,-59.883306
EPSP_PASSIVE,PD,39.9000,-59.877860
EPSP_PASSIVE,PD,40.0000,-59.872410
EPSP_PASSIVE,PD,40.1000,-59.866812
EPSP_PASSIVE,PD,40.2000,-59.861387
EPSP_PASSIVE,PD,40.3000,-59.856002
EPSP_PASSIVE,PD,40.4000,-59.850731
EPSP_PASSIVE,PD,40.5000,-59.845549
EPSP_PASSIVE,PD,40.6000,-59.840477
EPSP_PASSIVE,PD,40.7000,-59.835604
EPSP_PASSIVE,PD,40.8000,-59.830880
EPSP_PASSIVE,PD,40.9000,-59.826426
EPSP_PASSIVE,PD,41.0000,-59.822259
EPSP_PASSIVE,PD,41.1000,-59.817238
EPSP_PASSIVE,PD,41.2000,-59.810690
EPSP_PASSIVE,PD,41.3000,-59.802700
EPSP_PASSIVE,PD,41.4000,-59.793462
EPSP_PASSIVE,PD,41.5000,-59.783304
EPSP_PASSIVE,PD,41.6000,-59.772944
EPSP_PASSIVE,PD,41.7000,-59.762372
EPSP_PASSIVE,PD,41.8000,-59.752158
EPSP_PASSIVE,PD,41.9000,-59.742354
EPSP_PASSIVE,PD,42.0000,-59.733116
EPSP_PASSIVE,PD,42.1000,-59.724575
EPSP_PASSIVE,PD,42.2000,-59.716531
EPSP_PASSIVE,PD,42.3000,-59.708896
EPSP_PASSIVE,PD,42.4000,-59.701564
EPSP_PASSIVE,PD,42.5000,-59.694751
EPSP_PASSIVE,PD,42.6000,-59.688486
EPSP_PASSIVE,PD,42.7000,-59.682661
EPSP_PASSIVE,PD,42.8000,-59.677199
EPSP_PASSIVE,PD,42.9000,-59.672143
EPSP_PASSIVE,PD,43.0000,-59.667457
EPSP_PASSIVE,PD,43.1000,-59.663259
EPSP_PASSIVE,PD,43.2000,-59.659008
EPSP_PASSIVE,PD,43.3000,-59.654456
EPSP_PASSIVE,PD,43.4000,-59.649654
EPSP_PASSIVE,PD,43.5000,-59.644517
EPSP_PASSIVE,PD,43.6000,-59.639344
EPSP_PASSIVE,PD,43.7000,-59.633716
EPSP_PASSIVE,PD,43.8000,-59.628188
EPSP_PASSIVE,PD,43.9000,-59.622871
EPSP_PASSIVE,PD,44.0000,-59.617409
EPSP_PASSIVE,PD,44.1000,-59.612518
EPSP_PASSIVE,PD,44.2000,-59.607958
EPSP_PASSIVE,PD,44.3000,-59.603255
EPSP_PASSIVE,PD,44.4000,-59.598773
EPSP_PASSIVE,PD,44.5000,-59.594784
EPSP_PASSIVE,PD,44.6000,-59.591120
EPSP_PASSIVE,PD,44.7000,-59.587734
EPSP_PASSIVE,PD,44.8000,-59.584640
EPSP_PASSIVE,PD,44.9000,-59.581982
EPSP_PASSIVE,PD,45.0000,-59.579701
EPSP_PASSIVE,PD,45.1000,-59.575797
EPSP_PASSIVE,PD,45.2000,-59.568806
EPSP_PASSIVE,PD,45.3000,-59.558438
EPSP_PASSIVE,PD,45.4000,-59.545660
EPSP_PASSIVE,PD,45.5000,-59.530755
EPSP_PASSIVE,PD,45.6000,-59.514687
EPSP_PASSIVE,PD,45.7000,-59.498579
EPSP_PASSIVE,PD,45.8000,-59.482311
EPSP_PASSIVE,PD,45.9000,-59.466710
