mode,direction,t_ms,v_mv
IPSP_PASSIVE,PD,203.3000,-60.019088
IPSP_PASSIVE,PD,203.4000,-60.019092
IPSP_PASSIVE,PD,203.5000,-60.019103
IPSP_PASSIVE,PD,203.6000,-60.019105
IPSP_PASSIVE,PD,203.7000,-60.019108
IPSP_PASSIVE,PD,203.8000,-60.019110
IPSP_PASSIVE,PD,203.9000,-60.019112
IPSP_PASSIVE,PD,204.0000,-60.019127
IPSP_PASSIVE,PD,204.1000,-60.019127
IPSP_PASSIVE,PD,204.2000,-60.019111
IPSP_PASSIVE,PD,204.3000,-60.019100
IPSP_PASSIVE,PD,204.4000,-60.019097
IPSP_PASSIVE,PD,204.5000,-60.019083
IPSP_PASSIVE,PD,204.6000,-60.019073
IPSP_PASSIVE,PD,204.7000,-60.019081
IPSP_PASSIVE,PD,204.8000,-60.019086
IPSP_PASSIVE,PD,204.9000,-60.019103
IPSP_PASSIVE,PD,205.0000,-60.019098
IPSP_PASSIVE,PD,205.1000,-60.019061
IPSP_PASSIVE,PD,205.2000,-60.019040
IPSP_PASSIVE,PD,205.3000,-60.019014
IPSP_PASSIVE,PD,205.4000,-60.019002
IPSP_PASSIVE,PD,205.5000,-60.018996
IPSP_PASSIVE,PD,205.6000,-60.019002
IPSP_PASSIVE,PD,205.7000,-60.019012
IPSP_PASSIVE,PD,205.8000,-60.019016
IPSP_PASSIVE,PD,205.9000,-60.019034
IPSP_PASSIVE,PD,206.0000,-60.019042
IPSP_PASSIVE,PD,206.1000,-60.019027
IPSP_PASSIVE,PD,206.2000,-60.019015
IPSP_PASSIVE,PD,206.3000,-60.019004
IPSP_PASSIVE,PD,206.4000,-60.018996
IPSP_PASSIVE,PD,206.5000,-60.019003
IPSP_PASSIVE,PD,206.6000,-60.019016
IPSP_PASSIVE,PD,206.7000,-60.019026
IPSP_PASSIVE,PD,206.8000,-60.019036
IPSP_PASSIVE,PD,206.9000,-60.019045
IPSP_PASSIVE,PD,207.0000,-60.019054
IPSP_PASSIVE,PD,207.1000,-60.019070
IPSP_PASSIVE,PD,207.2000,-60.019081
IPSP_PASSIVE,PD,207.3000,-60.019091
IPSP_PASSIVE,PD,207.4000,-60.019104
IPSP_PASSIVE,PD,207.5000,-60.019113
IPSP_PASSIVE,PD,207.6000,-60.019128
IPSP_PASSIVE,PD,207.7000,-60.019145
IPSP_PASSIVE,PD,207.8000,-60.019151
IPSP_PASSIVE,PD,207.9000,-60.019168
IPSP_PASSIVE,PD,208.0000,-60.019189
IPSP_PASSIVE,PD,208.1000,-60.019190
IPSP_PASSIVE,PD,208.2000,-60.019193
IPSP_PASSIVE,PD,208.3000,-60.019186
IPSP_PASSIVE,PD,208.4000,-60.019185
IPSP_PASSIVE,PD,208.5000,-60.019198
IPSP_PASSIVE,PD,208.6000,-60.019208
IPSP_PASSIVE,PD,208.7000,-60.019222
IPSP_PASSIVE,PD,208.8000,-60.019230
IPSP_PASSIVE,PD,208.9000,-60.019235
IPSP_PASSIVE,PD,209.0000,-60.019244
IPSP_PASSIVE,PD,209.1000,-60.019252
IPSP_PASSIVE,PD,209.2000,-60.019261
IPSP_PASSIVE,PD,209.3000,-60.019275
IPSP_PASSIVE,PD,209.4000,-60.019281
IPSP_PASSIVE,PD,209.5000,-60.019293
IPSP_PASSIVE,PD,209.6000,-60.019308
IPSP_PASSIVE,PD,209.7000,-60.019324
IPSP_PASSIVE,PD,209.8000,-60.019342
IPSP_PASSIVE,PD,209.9000,-60.019353
IPSP_PASSIVE,PD,210.0000,-60.019370
IPSP_PASSIVE,PD,210.1000,-60.019321
IPSP_PASSIVE,PD,210.2000,-60.019298
IPSP_PASSIVE,PD,210.3000,-60.019290
IPSP_PASSIVE,PD,210.4000,-60.019286
IPSP_PASSIVE,PD,210.5000,-60.019288
IPSP_PASSIVE,PD,210.6000,-60.019291
IPSP_PASSIVE,PD,210.7000,-60.019297
IPSP_PASSIVE,PD,210.8000,-60.019305
IPSP_PASSIVE,PD,210.9000,-60.019321
IPSP_PASSIVE,PD,211.0000,-60.019335
IPSP_PASSIVE,PD,211.1000,-60.019342
IPSP_PASSIVE,PD,211.2000,-60.019350
IPSP_PASSIVE,PD,211.3000,-60.019367
IPSP_PASSIVE,PD,211.4000,-60.019379
IPSP_PASSIVE,PD,211.5000,-60.019391
IPSP_PASSIVE,PD,211.6000,-60.019405
IPSP_PASSIVE,PD,211.7000,-60.019414
IPSP_PASSIVE,PD,211.8000,-60.019424
IPSP_PASSIVE,PD,211.9000,-60.019428
IPSP_PASSIVE,PD,212.0000,-60.019451
IPSP_PASSIVE,PD,212.1000,-60.019422
IPSP_PASSIVE,PD,212.2000,-60.019408
IPSP_PASSIVE,PD,212.3000,-60.019386
IPSP_PASSIVE,PD,212.4000,-60.019391
IPSP_PASSIVE,PD,212.5000,-60.019377
IPSP_PASSIVE,PD,212.6000,-60.019384
IPSP_PASSIVE,PD,212.7000,-60.019397
IPSP_PASSIVE,PD,212.8000,-60.019403
IPSP_PASSIVE,PD,212.9000,-60.019411
IPSP_PASSIVE,PD,213.0000,-60.019430
IPSP_PASSIVE,PD,213.1000,-60.019424
IPSP_PASSIVE,PD,213.2000,-60.019446
IPSP_PASSIVE,PD,213.3000,-60.019459
IPSP_PASSIVE,PD,213.4000,-60.019461
IPSP_PASSIVE,PD,213.5000,-60.019477
IPSP_PASSIVE,PD,213.6000,-60.019499
IPSP_PASSIVE,PD,213.7000,-60.019503
IPSP_PASSIVE,PD,213.8000,-60.019502
IPSP_PASSIVE,PD,213.9000,-60.019519
IPSP_PASSIVE,PD,214.0000,-60.019525
IPSP_PASSIVE,PD,214.1000,-60.019544
IPSP_PASSIVE,PD,214.2000,-60.019554
IPSP_PASSIVE,PD,214.3000,-60.019563
IPSP_PASSIVE,PD,214.4000,-60.019569
IPSP_PASSIVE,PD,214.5000,-60.019576
IPSP_PASSIVE,PD,214.6000,-60.019589
IPSP_PASSIVE,PD,214.7000,-60.019592
IPSP_PASSIVE,PD,214.8000,-60.019607
IPSP_PASSIVE,PD,214.9000,-60.019623
IPSP_PASSIVE,PD,215.0000,-60.019639
IPSP_PASSIVE,PD,215.1000,-60.019651
IPSP_PASSIVE,PD,215.2000,-60.019666
IPSP_PASSIVE,PD,215.3000,-60.019673
IPSP_PASSIVE,PD,215.4000,-60.019693
IPSP_PASSIVE,PD,215.5000,-60.019706
IPSP_PASSIVE,PD,215.6000,-60.019716
IPSP_PASSIVE,PD,215.7000,-60.019737
IPSP_PASSIVE,PD,215.8000,-60.019754
IPSP_PASSIVE,PD,215.9000,-60.019761
IPSP_PASSIVE,PD,216.0000,-60.019772
IPSP_PASSIVE,PD,216.1000,-60.019790
IPSP_PASSIVE,PD,216.2000,-60.019801
IPSP_PASSIVE,PD,216.3000,-60.019808
IPSP_PASSIVE,PD,216.4000,-60.019826
IPSP_PASSIVE,PD,216.5000,-60.019827
IPSP_PASSIVE,PD,216.6000,-60.019839
IPSP_PASSIVE,PD,216.7000,-60.019855
IPSP_PASSIVE,PD,216.8000,-60.019881
IPSP_PASSIVE,PD,216.9000,-60.019892
IPSP_PASSIVE,PD,217.0000,-60.019907
IPSP_PASSIVE,PD,217.1000,-60.019852
IPSP_PASSIVE,PD,217.2000,-60.019820
IPSP_PASSIVE,PD,217.3000,-60.019796
IPSP_PASSIVE,PD,217.4000,-60.019780
IPSP_PASSIVE,PD,217.5000,-60.019769
IPSP_PASSIVE,PD,217.6000,-60.019751
IPSP_PASSIVE,PD,217.7000,-60.019762
IPSP_PASSIVE,PD,217.8000,-60.019769
IPSP_PASSIVE,PD,217.9000,-60.019779
IPSP_PASSIVE,PD,218.0000,-60.019789
IPSP_PASSIVE,PD,218.1000,-60.019794
IPSP_PASSIVE,PD,218.2000,-60.019803
IPSP_PASSIVE,PD,218.3000,-60.019792
IPSP_PASSIVE,PD,218.4000,-60.019813
IPSP_PASSIVE,PD,218.5000,-60.019830
IPSP_PASSIVE,PD,218.6000,-60.019836
IPSP_PASSIVE,PD,218.7000,-60.019835
IPSP_PASSIVE,PD,218.8000,-60.019841
IPSP_PASSIVE,PD,218.9000,-60.019856
IPSP_PASSIVE,PD,219.0000,-60.019870
IPSP_PASSIVE,PD,219.1000,-60.019854
IPSP_PASSIVE,PD,219.2000,-60.019837
IPSP_PASSIVE,PD,219.3000,-60.019826
IPSP_PASSIVE,PD,219.4000,-60.019834
IPSP_PASSIVE,PD,219.5000,-60.019840
IPSP_PASSIVE,PD,219.6000,-60.019840
IPSP_PASSIVE,PD,219.7000,-60.019827
IPSP_PASSIVE,PD,219.8000,-60.019828
IPSP_PASSIVE,PD,219.9000,-60.019830
IPSP_PASSIVE,PD,220.0000,-60.019840
IPSP_PASSIVE,PD,220.1000,-60.019842
IPSP_PASSIVE,PD,220.2000,-60.019847
IPSP_PASSIVE,PD,220.3000,-60.019856
IPSP_PASSIVE,PD,220.4000,-60.019856
IPSP_PASSIVE,PD,220.5000,-60.019858
IPSP_PASSIVE,PD,220.6000,-60.019875
IPSP_PASSIVE,PD,220.7000,-60.019870
IPSP_PASSIVE,PD,220.8000,-60.019881
IPSP_PASSIVE,PD,220.9000,-60.019895
IPSP_PASSIVE,PD,221.0000,-60.019910
IPSP_PASSIVE,PD,221.1000,-60.019915
IPSP_PASSIVE,PD,221.2000,-60.019921
IPSP_PASSIVE,PD,221.3000,-60.019924
IPSP_PASSIVE,PD,221.4000,-60.019924
IPSP_PASSIVE,PD,221.5000,-60.019946
IPSP_PASSIVE,PD,221.6000,-60.019951
IPSP_PASSIVE,PD,221.7000,-60.019963
IPSP_PASSIVE,PD,221.8000,-60.019980
IPSP_PASSIVE,PD,221.9000,-60.019994
IPSP_PASSIVE,PD,222.0000,-60.020010
IPSP_PASSIVE,PD,222.1000,-60.020007
IPSP_PASSIVE,PD,222.2000,-60.020007
IPSP_PASSIVE,PD,222.3000,-60.020003
IPSP_PASSIVE,PD,222.4000,-60.020011
IPSP_PASSIVE,PD,222.5000,-60.020009
IPSP_PASSIVE,PD,222.6000,-60.020008
IPSP_PASSIVE,PD,222.7000,-60.020013
IPSP_PASSIVE,PD,222.8000,-60.020026
IPSP_PASSIVE,PD,222.9000,-60.020038
IPSP_PASSIVE,PD,223.0000,-60.020043
IPSP_PASSIVE,PD,223.1000,-60.020054
IPSP_PASSIVE,PD,223.2000,-60.020055
IPSP_PASSIVE,PD,223.3000,-60.020062
IPSP_PASSIVE,PD,223.4000,-60.020063
IPSP_PASSIVE,PD,223.5000,-60.020068
IPSP_PASSIVE,PD,223.6000,-60.020078
IPSP_PASSIVE,PD,223.7000,-60.020093
IPSP_PASSIVE,PD,223.8000,-60.020097
IPSP_PASSIVE,PD,223.9000,-60.020112
IPSP_PASSIVE,PD,224.0000,-60.020124
IPSP_PASSIVE,PD,224.1000,-60.020118
IPSP_PASSIVE,PD,224.2000,-60.020107
IPSP_PASSIVE,PD,224.3000,-60.020090
IPSP_PASSIVE,PD,224.4000,-60.020084
IPSP_PASSIVE,PD,224.5000,-60.020076
IPSP_PASSIVE,PD,224.6000,-60.020097
IPSP_PASSIVE,PD,224.7000,-60.020097
IPSP_PASSIVE,PD,224.8000,-60.020084
IPSP_PASSIVE,PD,224.9000,-60.020104
IPSP_PASSIVE,PD,225.0000,-60.020108
IPSP_PASSIVE,PD,225.1000,-60.020057
IPSP_PASSIVE,PD,225.2000,-60.020024
IPSP_PASSIVE,PD,225.3000,-60.019994
IPSP_PASSIVE,PD,225.4000,-60.019986
IPSP_PASSIVE,PD,225.5000,-60.019968
IPSP_PASSIVE,PD,225.6000,-60.019954
IPSP_PASSIVE,PD,225.7000,-60.019962
IPSP_PASSIVE,PD,225.8000,-60.019967
IPSP_PASSIVE,PD,225.9000,-60.019971
IPSP_PASSIVE,PD,226.0000,-60.019986
IPSP_PASSIVE,PD,226.1000,-60.019986
IPSP_PASSIVE,PD,226.2000,-60.019987
IPSP_PASSIVE,PD,226.3000,-60.019982
IPSP_PASSIVE,PD,226.4000,-60.019981
IPSP_PASSIVE,PD,226.5000,-60.019994
IPSP_PASSIVE,PD,226.6000,-60.020000
IPSP_PASSIVE,PD,226.7000,-60.019983
IPSP_PASSIVE,PD,226.8000,-60.019983
IPSP_PASSIVE,PD,226.9000,-60.019999
IPSP_PASSIVE,PD,227.0000,-60.020010
IPSP_PASSIVE,PD,227.1000,-60.020027
IPSP_PASSIVE,PD,227.2000,-60.020015
IPSP_PASSIVE,PD,227.3000,-60.020026
IPSP_PASSIVE,PD,227.4000,-60.020031
IPSP_PASSIVE,PD,227.5000,-60.020027
IPSP_PASSIVE,PD,227.6000,-60.020033
IPSP_PASSIVE,PD,227.7000,-60.020054
IPSP_PASSIVE,PD,227.8000,-60.020061
IPSP_PASSIVE,PD,227.9000,-60.020062
IPSP_PASSIVE,PD,228.0000,-60.020074
IPSP_PASSIVE,PD,228.1000,-60.020080
IPSP_PASSIVE,PD,228.2000,-60.020068
IPSP_PASSIVE,PD,228.3000,-60.020084
IPSP_PASSIVE,PD,228.4000,-60.020093
IPSP_PASSIVE,PD,228.5000,-60.020093
IPSP_PASSIVE,PD,228.6000,-60.020094
IPSP_PASSIVE,PD,228.7000,-60.020101
IPSP_PASSIVE,PD,228.8000,-60.020113
IPSP_PASSIVE,PD,228.9000,-60.020131
IPSP_PASSIVE,PD,229.0000,-60.020135
IPSP_PASSIVE,PD,229.1000,-60.020050
IPSP_PASSIVE,PD,229.2000,-60.019966
IPSP_PASSIVE,PD,229.3000,-60.019909
IPSP_PASSIVE,PD,229.4000,-60.019863
IPSP_PASSIVE,PD,229.5000,-60.019844
IPSP_PASSIVE,PD,229.6000,-60.019821
IPSP_PASSIVE,PD,229.7000,-60.019818
IPSP_PASSIVE,PD,229.8000,-60.019804
IPSP_PASSIVE,PD,229.9000,-60.019815
IPSP_PASSIVE,PD,230.0000,-60.019806
IPSP_PASSIVE,PD,230.1000,-60.019806
IPSP_PASSIVE,PD,230.2000,-60.019807
IPSP_PASSIVE,PD,230.3000,-60.019818
IPSP_PASSIVE,PD,230.4000,-60.019815
IPSP_PASSIVE,PD,230.5000,-60.019823
IPSP_PASSIVE,PD,230.6000,-60.019827
IPSP_PASSIVE,PD,230.7000,-60.019839
IPSP_PASSIVE,PD,230.8000,-60.019849
IPSP_PASSIVE,PD,230.9000,-60.019859
IPSP_PASSIVE,PD,231.0000,-60.019867
IPSP_PASSIVE,PD,231.1000,-60.019750
IPSP_PASSIVE,PD,231.2000,-60.019654
IPSP_PASSIVE,PD,231.3000,-60.019603
IPSP_PASSIVE,PD,231.4000,-60.019565
IPSP_PASSIVE,PD,231.5000,-60.019530
IPSP_PASSIVE,PD,231.6000,-60.019521
IPSP_PASSIVE,PD,231.7000,-60.019499
IPSP_PASSIVE,PD,231.8000,-60.019492
IPSP_PASSIVE,PD,231.9000,-60.019496
IPSP_PASSIVE,PD,232.0000,-60.019497
IPSP_PASSIVE,PD,232.1000,-60.019494
IPSP_PASSIVE,PD,232.2000,-60.019481
IPSP_PASSIVE,PD,232.3000,-60.019467
IPSP_PASSIVE,PD,232.4000,-60.019472
IPSP_PASSIVE,PD,232.5000,-60.019478
IPSP_PASSIVE,PD,232.6000,-60.019484
IPSP_PASSIVE,PD,232.7000,-60.019483
IPSP_PASSIVE,PD,232.8000,-60.019485
IPSP_PASSIVE,PD,232.9000,-60.019501
IPSP_PASSIVE,PD,233.0000,-60.019501
IPSP_PASSIVE,PD,233.1000,-60.019495
IPSP_PASSIVE,PD,233.2000,-60.019486
IPSP_PASSIVE,PD,233.3000,-60.019482
IPSP_PASSIVE,PD,233.4000,-60.019477
IPSP_PASSIVE,PD,233.5000,-60.019479
IPSP_PASSIVE,PD,233.6000,-60.019488
IPSP_PASSIVE,PD,233.7000,-60.019491
IPSP_PASSIVE,PD,233.8000,-60.019489
IPSP_PASSIVE,PD,233.9000,-60.019500
IPSP_PASSIVE,PD,234.0000,-60.019511
IPSP_PASSIVE,PD,234.1000,-60.019521
IPSP_PASSIVE,PD,234.2000,-60.019538
IPSP_PASSIVE,PD,234.3000,-60.019542
IPSP_PASSIVE,PD,234.4000,-60.019550
IPSP_PASSIVE,PD,234.5000,-60.019553
IPSP_PASSIVE,PD,234.6000,-60.019561
IPSP_PASSIVE,PD,234.7000,-60.019574
IPSP_PASSIVE,PD,234.8000,-60.019587
IPSP_PASSIVE,PD,234.9000,-60.019605
IPSP_PASSIVE,PD,235.0000,-60.019614
IPSP_PASSIVE,PD,235.1000,-60.019601
IPSP_PASSIVE,PD,235.2000,-60.019595
IPSP_PASSIVE,PD,235.3000,-60.019587
IPSP_PASSIVE,PD,235.4000,-60.019587
IPSP_PASSIVE,PD,235.5000,-60.019577
IPSP_PASSIVE,PD,235.6000,-60.019587
IPSP_PASSIVE,PD,235.7000,-60.019597
IPSP_PASSIVE,PD,235.8000,-60.019602
IPSP_PASSIVE,PD,235.9000,-60.019607
IPSP_PASSIVE,PD,236.0000,-60.019613
IPSP_PASSIVE,PD,236.1000,-60.019621
IPSP_PASSIVE,PD,236.2000,-60.019636
IPSP_PASSIVE,PD,236.3000,-60.019645
IPSP_PASSIVE,PD,236.4000,-60.019636
IPSP_PASSIVE,PD,236.5000,-60.019643
IPSP_PASSIVE,PD,236.6000,-60.019655
IPSP_PASSIVE,PD,236.7000,-60.019665
IPSP_PASSIVE,PD,236.8000,-60.019672
IPSP_PASSIVE,PD,236.9000,-60.019662
IPSP_PASSIVE,PD,237.0000,-60.019663
IPSP_PASSIVE,PD,237.1000,-60.019672
IPSP_PASSIVE,PD,237.2000,-60.019673
IPSP_PASSIVE,PD,237.3000,-60.019676
IPSP_PASSIVE,PD,237.4000,-60.019676
IPSP_PASSIVE,PD,237.5000,-60.019688
IPSP_PASSIVE,PD,237.6000,-60.019700
IPSP_PASSIVE,PD,237.7000,-60.019704
IPSP_PASSIVE,PD,237.8000,-60.019699
IPSP_PASSIVE,PD,237.9000,-60.019704
IPSP_PASSIVE,PD,238.0000,-60.019718
IPSP_PASSIVE,PD,238.1000,-60.019727
IPSP_PASSIVE,PD,238.2000,-60.019736
IPSP_PASSIVE,PD,238.3000,-60.019735
IPSP_PASSIVE,PD,238.4000,-60.019747
IPSP_PASSIVE,PD,238.5000,-60.019749
IPSP_PASSIVE,PD,238.6000,-60.019754
IPSP_PASSIVE,PD,238.7000,-60.019757
IPSP_PASSIVE,PD,238.8000,-60.019774
IPSP_PASSIVE,PD,238.9000,-60.019777
IPSP_PASSIVE,PD,239.0000,-60.019794
IPSP_PASSIVE,PD,239.1000,-60.019806
IPSP_PASSIVE,PD,239.2000,-60.019816
IPSP_PASSIVE,PD,239.3000,-60.019823
IPSP_PASSIVE,PD,239.4000,-60.019822
IPSP_PASSIVE,PD,239.5000,-60.019849
IPSP_PASSIVE,PD,239.6000,-60.019856
IPSP_PASSIVE,PD,239.7000,-60.019867
IPSP_PASSIVE,PD,239.8000,-60.019875
IPSP_PASSIVE,PD,239.9000,-60.019887
IPSP_PASSIVE,PD,240.0000,-60.019899
IPSP_PASSIVE,PD,240.1000,-60.019875
IPSP_PASSIVE,PD,240.2000,-60.019866
IPSP_PASSIVE,PD,240.3000,-60.019846
IPSP_PASSIVE,PD,240.4000,-60.019826
IPSP_PASSIVE,PD,240.5000,-60.019812
IPSP_PASSIVE,PD,240.6000,-60.019822
IPSP_PASSIVE,PD,240.7000,-60.019828
IPSP_PASSIVE,PD,240.8000,-60.019830
IPSP_PASSIVE,PD,240.9000,-60.019832
IPSP_PASSIVE,PD,241.0000,-60.019842
IPSP_PASSIVE,PD,241.1000,-60.019808
IPSP_PASSIVE,PD,241.2000,-60.019774
IPSP_PASSIVE,PD,241.3000,-60.019757
IPSP_PASSIVE,PD,241.4000,-60.019744
IPSP_PASSIVE,PD,241.5000,-60.019738
IPSP_PASSIVE,PD,241.6000,-60.019731
IPSP_PASSIVE,PD,241.7000,-60.019744
IPSP_PASSIVE,PD,241.8000,-60.019744
IPSP_PASSIVE,PD,241.9000,-60.019748
IPSP_PASSIVE,PD,242.0000,-60.019751
IPSP_PASSIVE,PD,242.1000,-60.019757
IPSP_PASSIVE,PD,242.2000,-60.019770
IPSP_PASSIVE,PD,242.3000,-60.019783
IPSP_PASSIVE,PD,242.4000,-60.019782
IPSP_PASSIVE,PD,242.5000,-60.019787
IPSP_PASSIVE,PD,242.6000,-60.019788
IPSP_PASSIVE,PD,242.7000,-60.019800
IPSP_PASSIVE,PD,242.8000,-60.019799
IPSP_PASSIVE,PD,242.9000,-60.019810
IPSP_PASSIVE,PD,243.0000,-60.019812
IPSP_PASSIVE,PD,243.1000,-60.019831
IPSP_PASSIVE,PD,243.2000,-60.019839
IPSP_PASSIVE,PD,243.3000,-60.019852
IPSP_PASSIVE,PD,243.4000,-60.019852
IPSP_PASSIVE,PD,243.5000,-60.019858
IPSP_PASSIVE,PD,243.6000,-60.019869
IPSP_PASSIVE,PD,243.7000,-60.019879
IPSP_PASSIVE,PD,243.8000,-60.019883
IPSP_PASSIVE,PD,243.9000,-60.019893
IPSP_PASSIVE,PD,244.0000,-60.019906
IPSP_PASSIVE,PD,244.1000,-60.019875
IPSP_PASSIVE,PD,244.2000,-60.019856
IPSP_PASSIVE,PD,244.3000,-60.019839
IPSP_PASSIVE,PD,244.4000,-60.019830
IPSP_PASSIVE,PD,244.5000,-60.019828
IPSP_PASSIVE,PD,244.6000,-60.019828
IPSP_PASSIVE,PD,244.7000,-60.019824
IPSP_PASSIVE,PD,244.8000,-60.019837
IPSP_PASSIVE,PD,244.9000,-60.019841
IPSP_PASSIVE,PD,245.0000,-60.019861
IPSP_PASSIVE,PD,245.1000,-60.019857
IPSP_PASSIVE,PD,245.2000,-60.019868
IPSP_PASSIVE,PD,245.3000,-60.019865
IPSP_PASSIVE,PD,245.4000,-60.019867
IPSP_PASSIVE,PD,245.5000,-60.019871
IPSP_PASSIVE,PD,245.6000,-60.019882
IPSP_PASSIVE,PD,245.7000,-60.019881
IPSP_PASSIVE,PD,245.8000,-60.019886
IPSP_PASSIVE,PD,245.9000,-60.019895
IPSP_PASSIVE,PD,246.0000,-60.019902
IPSP_PASSIVE,PD,246.1000,-60.019904
IPSP_PASSIVE,PD,246.2000,-60.019913
IPSP_PASSIVE,PD,246.3000,-60.019918
IPSP_PASSIVE,PD,246.4000,-60.019918
IPSP_PASSIVE,PD,246.5000,-60.019930
IPSP_PASSIVE,PD,246.6000,-60.019938
IPSP_PASSIVE,PD,246.7000,-60.019949
IPSP_PASSIVE,PD,246.8000,-60.019953
IPSP_PASSIVE,PD,246.9000,-60.019963
IPSP_PASSIVE,PD,247.0000,-60.019981
IPSP_PASSIVE,PD,247.1000,-60.019941
IPSP_PASSIVE,PD,247.2000,-60.019909
IPSP_PASSIVE,PD,247.3000,-60.019897
IPSP_PASSIVE,PD,247.4000,-60.019875
IPSP_PASSIVE,PD,247.5000,-60.019877
IPSP_PASSIVE,PD,247.6000,-60.019875
IPSP_PASSIVE,PD,247.7000,-60.019876
IPSP_PASSIVE,PD,247.8000,-60.019872
IPSP_PASSIVE,PD,247.9000,-60.019882
IPSP_PASSIVE,PD,248.0000,-60.019895
IPSP_PASSIVE,PD,248.1000,-60.019901
IPSP_PASSIVE,PD,248.2000,-60.019890
IPSP_PASSIVE,PD,248.3000,-60.019907
IPSP_PASSIVE,PD,248.4000,-60.019894
IPSP_PASSIVE,PD,248.5000,-60.019908
IPSP_PASSIVE,PD,248.6000,-60.019901
IPSP_PASSIVE,PD,248.7000,-60.019913
IPSP_PASSIVE,PD,248.8000,-60.019912
IPSP_PASSIVE,PD,248.9000,-60.019924
IPSP_PASSIVE,PD,249.0000,-60.019938
IPSP_PASSIVE,PD,249.1000,-60.019909
IPSP_PASSIVE,PD,249.2000,-60.019891
IPSP_PASSIVE,PD,249.3000,-60.019887
IPSP_PASSIVE,PD,249.4000,-60.019888
IPSP_PASSIVE,PD,249.5000,-60.019887
IPSP_PASSIVE,PD,249.6000,-60.019877
IPSP_PASSIVE,PD,249.7000,-60.019869
IPSP_PASSIVE,PD,249.8000,-60.019890
IPSP_PASSIVE,PD,249.9000,-60.019884
IPSP_PASSIVE,PD,250.0000,-60.019901
IPSP_PASSIVE,PD,250.1000,-60.019857
IPSP_PASSIVE,PD,250.2000,-60.019823
IPSP_PASSIVE,PD,250.3000,-60.019795
IPSP_PASSIVE,PD,250.4000,-60.019788
IPSP_PASSIVE,PD,250.5000,-60.019767
IPSP_PASSIVE,PD,250.6000,-60.019775
IPSP_PASSIVE,PD,250.7000,-60.019782
IPSP_PASSIVE,PD,250.8000,-60.019786
IPSP_PASSIVE,PD,250.9000,-60.019794
IPSP_PASSIVE,PD,251.0000,-60.019795
IPSP_PASSIVE,PD,251.1000,-60.019787
IPSP_PASSIVE,PD,251.2000,-60.019761
IPSP_PASSIVE,PD,251.3000,-60.019730
IPSP_PASSIVE,PD,251.4000,-60.019723
IPSP_PASSIVE,PD,251.5000,-60.019716
IPSP_PASSIVE,PD,251.6000,-60.019717
IPSP_PASSIVE,PD,251.7000,-60.019721
IPSP_PASSIVE,PD,251.8000,-60.019723
IPSP_PASSIVE,PD,251.9000,-60.019716
IPSP_PASSIVE,PD,252.0000,-60.019729
IPSP_PASSIVE,PD,252.1000,-60.019737
IPSP_PASSIVE,PD,252.2000,-60.019745
IPSP_PASSIVE,PD,252.3000,-60.019751
IPSP_PASSIVE,PD,252.4000,-60.019761
IPSP_PASSIVE,PD,252.5000,-60.019773
IPSP_PASSIVE,PD,252.6000,-60.019781
IPSP_PASSIVE,PD,252.7000,-60.019795
IPSP_PASSIVE,PD,252.8000,-60.019811
IPSP_PASSIVE,PD,252.9000,-60.019812
IPSP_PASSIVE,PD,253.0000,-60.019823
IPSP_PASSIVE,PD,253.1000,-60.019727
IPSP_PASSIVE,PD,253.2000,-60.019678
IPSP_PASSIVE,PD,253.3000,-60.019638
IPSP_PASSIVE,PD,253.4000,-60.019621
IPSP_PASSIVE,PD,253.5000,-60.019615
IPSP_PASSIVE,PD,253.6000,-60.019611
IPSP_PASSIVE,PD,253.7000,-60.019605
IPSP_PASSIVE,PD,253.8000,-60.019605
IPSP_PASSIVE,PD,253.9000,-60.019623
IPSP_PASSIVE,PD,254.0000,-60.019633
IPSP_PASSIVE,PD,254.1000,-60.019608
IPSP_PASSIVE,PD,254.2000,-60.019592
IPSP_PASSIVE,PD,254.3000,-60.019583
IPSP_PASSIVE,PD,254.4000,-60.019571
IPSP_PASSIVE,PD,254.5000,-60.019560
IPSP_PASSIVE,PD,254.6000,-60.019557
IPSP_PASSIVE,PD,254.7000,-60.019563
IPSP_PASSIVE,PD,254.8000,-60.019568
IPSP_PASSIVE,PD,254.9000,-60.019577
IPSP_PASSIVE,PD,255.0000,-60.019592
IPSP_PASSIVE,PD,255.1000,-60.019599
IPSP_PASSIVE,PD,255.2000,-60.019598
IPSP_PASSIVE,PD,255.3000,-60.019606
IPSP_PASSIVE,PD,255.4000,-60.019600
IPSP_PASSIVE,PD,255.5000,-60.019614
IPSP_PASSIVE,PD,255.6000,-60.019625
IPSP_PASSIVE,PD,255.7000,-60.019634
IPSP_PASSIVE,PD,255.8000,-60.019641
IPSP_PASSIVE,PD,255.9000,-60.019656
IPSP_PASSIVE,PD,256.0000,-60.019667
IPSP_PASSIVE,PD,256.1000,-60.019622
IPSP_PASSIVE,PD,256.2000,-60.019598
IPSP_PASSIVE,PD,256.3000,-60.019585
IPSP_PASSIVE,PD,256.4000,-60.019570
IPSP_PASSIVE,PD,256.5000,-60.019573
IPSP_PASSIVE,PD,256.6000,-60.019569
IPSP_PASSIVE,PD,256.7000,-60.019571
IPSP_PASSIVE,PD,256.8000,-60.019571
IPSP_PASSIVE,PD,256.9000,-60.019574
