condition_id,channel_kind,density_label,density_ms_cm2,angle_deg,trial_seed,trial_mode,n_spikes,firing_rate_hz,peak_vm_mv,baseline_vm_mv,is_unstable
bk_med,BK,med,1.0,270.0,2,FULL,13,13.0,43.060178351436235,-59.51559372266259,False
bk_med,BK,med,1.0,270.0,3,FULL,18,18.0,43.48447306861948,-59.51236815436572,False
bk_med,BK,med,1.0,270.0,4,FULL,14,14.0,43.14052843197093,-59.6139402555964,False
bk_med,BK,med,1.0,270.0,5,FULL,16,16.0,42.41593106200294,-59.69643105099003,False
bk_med,BK,med,1.0,300.0,1,FULL,15,15.0,43.57274654585753,-59.90550650011579,False
bk_med,BK,med,1.0,300.0,2,FULL,13,13.0,42.60761785354303,-59.8536252988,False
bk_med,BK,med,1.0,300.0,3,FULL,13,13.0,43.699264733849276,-59.91550399840605,False
bk_med,BK,med,1.0,300.0,4,FULL,14,14.0,43.100112580134926,-59.947930644884295,False
bk_med,BK,med,1.0,300.0,5,FULL,15,15.0,43.462857124450224,-59.994809443839095,False
bk_med,BK,med,1.0,330.0,1,FULL,17,17.0,43.00236235706324,-59.897237149426935,False
bk_med,BK,med,1.0,330.0,2,FULL,14,14.0,43.254797110493456,-59.841594046471265,False
bk_med,BK,med,1.0,330.0,3,FULL,11,11.0,42.495939171252424,-59.93801973890159,False
bk_med,BK,med,1.0,330.0,4,FULL,14,14.0,43.58538030499924,-59.91099973381514,False
bk_med,BK,med,1.0,330.0,5,FULL,15,15.0,42.698306521276436,-59.97845665321867,False
bk_high,BK,high,3.0,0.0,1,FULL,11,11.0,43.2366606227251,-59.370622855224035,False
bk_high,BK,high,3.0,0.0,2,FULL,9,9.0,42.20803909633739,-59.48470396867688,False
bk_high,BK,high,3.0,0.0,3,FULL,12,12.0,43.40552207191624,-59.50947084386758,False
bk_high,BK,high,3.0,0.0,4,FULL,10,10.0,42.464850038692276,-59.47707972474089,False
bk_high,BK,high,3.0,0.0,5,FULL,11,11.0,43.17791362083423,-59.60152623253085,False
bk_high,BK,high,3.0,30.0,1,FULL,12,12.0,42.59470679743067,-45.39220907498006,False
bk_high,BK,high,3.0,30.0,2,FULL,10,10.0,43.44891901457298,-45.26668353843911,False
bk_high,BK,high,3.0,30.0,3,FULL,11,11.0,43.85353086903732,-45.72374602208003,False
bk_high,BK,high,3.0,30.0,4,FULL,13,13.0,42.71294779335004,-45.628033844800456,False
bk_high,BK,high,3.0,30.0,5,FULL,12,12.0,42.63145734681535,-45.67330098178789,False
bk_high,BK,high,3.0,60.0,1,FULL,7,7.0,42.65768394165352,-38.118562784511674,False
bk_high,BK,high,3.0,60.0,2,FULL,8,8.0,43.981901715567254,-37.940069891012044,False
bk_high,BK,high,3.0,60.0,3,FULL,6,6.0,42.68533053389799,-38.31588334280526,False
bk_high,BK,high,3.0,60.0,4,FULL,8,8.0,42.95112496448277,-37.96475311697905,False
bk_high,BK,high,3.0,60.0,5,FULL,8,8.0,42.89348689733616,-38.30104421158818,False
